STORE,CALENDAR_DATE,PRICE,QUANTITY,SELL_ID,SELL_CATEGORY,ITEM_ID,ITEM_NAME,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR,weekdays,day,month,SEASONS
1,2012-01-01,15.5,46,1070,0,7821,BURGER,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-01,12.73,22,2051,2,7821,BURGER,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-01,12.73,22,2051,2,5030,COKE,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-01,12.75,18,2052,2,7821,BURGER,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-01,12.75,18,2052,2,6249,LEMONADE,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-01,12.6,30,2053,2,7821,BURGER,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-01,12.6,30,2053,2,5030,COKE,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-01,12.6,30,2053,2,3052,COFFEE,2012,New Year,1,0,24.8,0,Sunday,1,January,Winter
1,2012-01-02,15.5,70,1070,0,7821,BURGER,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-02,12.73,22,2051,2,7821,BURGER,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-02,12.73,22,2051,2,5030,COKE,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-02,12.75,16,2052,2,7821,BURGER,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-02,12.75,16,2052,2,6249,LEMONADE,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-02,12.6,34,2053,2,7821,BURGER,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-02,12.6,34,2053,2,5030,COKE,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-02,12.6,34,2053,2,3052,COFFEE,2012,New Year,0,0,24.8,0,Monday,2,January,Winter
1,2012-01-03,15.5,62,1070,0,7821,BURGER,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-03,12.73,26,2051,2,7821,BURGER,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-03,12.73,26,2051,2,5030,COKE,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-03,12.75,12,2052,2,7821,BURGER,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-03,12.75,12,2052,2,6249,LEMONADE,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-03,12.6,28,2053,2,7821,BURGER,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-03,12.6,28,2053,2,5030,COKE,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-03,12.6,28,2053,2,3052,COFFEE,2012,New Year,0,0,32.0,1,Tuesday,3,January,Winter
1,2012-01-04,15.5,88,1070,0,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-04,12.73,26,2051,2,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-04,12.73,26,2051,2,5030,COKE,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-04,12.75,24,2052,2,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-04,12.75,24,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-04,12.6,42,2053,2,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-04,12.6,42,2053,2,5030,COKE,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-04,12.6,42,2053,2,3052,COFFEE,2012,Non Holiday,0,0,32.0,1,Wednesday,4,January,Winter
1,2012-01-05,15.5,104,1070,0,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-05,12.73,36,2051,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-05,12.73,36,2051,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-05,12.75,24,2052,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-05,12.75,24,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-05,12.6,58,2053,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-05,12.6,58,2053,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-05,12.6,58,2053,2,3052,COFFEE,2012,Non Holiday,0,0,24.8,0,Thursday,5,January,Winter
1,2012-01-06,15.5,100,1070,0,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-06,12.73,38,2051,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-06,12.73,38,2051,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-06,12.75,20,2052,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-06,12.75,20,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-06,12.6,54,2053,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-06,12.6,54,2053,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-06,12.6,54,2053,2,3052,COFFEE,2012,Non Holiday,0,0,23.0,0,Friday,6,January,Winter
1,2012-01-07,15.5,70,1070,0,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-07,12.73,24,2051,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-07,12.73,24,2051,2,5030,COKE,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-07,12.75,18,2052,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-07,12.75,18,2052,2,6249,LEMONADE,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-07,12.6,42,2053,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-07,12.6,42,2053,2,5030,COKE,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-07,12.6,42,2053,2,3052,COFFEE,2012,Non Holiday,1,0,26.6,0,Saturday,7,January,Winter
1,2012-01-08,15.5,70,1070,0,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-08,12.73,26,2051,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-08,12.73,26,2051,2,5030,COKE,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-08,12.75,18,2052,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-08,12.75,18,2052,2,6249,LEMONADE,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-08,12.6,42,2053,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-08,12.6,42,2053,2,5030,COKE,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-08,12.6,42,2053,2,3052,COFFEE,2012,Non Holiday,1,0,26.6,0,Sunday,8,January,Winter
1,2012-01-09,15.5,106,1070,0,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-09,12.73,34,2051,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-09,12.73,34,2051,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-09,12.75,24,2052,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-09,12.75,24,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-09,12.6,54,2053,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-09,12.6,54,2053,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-09,12.6,54,2053,2,3052,COFFEE,2012,Non Holiday,0,0,23.0,0,Monday,9,January,Winter
1,2012-01-10,15.5,108,1070,0,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-10,12.73,40,2051,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-10,12.73,40,2051,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-10,12.75,28,2052,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-10,12.75,28,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-10,12.6,58,2053,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-10,12.6,58,2053,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-10,12.6,58,2053,2,3052,COFFEE,2012,Non Holiday,0,0,24.8,0,Tuesday,10,January,Winter
1,2012-01-11,15.5,104,1070,0,7821,BURGER,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-11,12.73,32,2051,2,7821,BURGER,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-11,12.73,32,2051,2,5030,COKE,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-11,12.75,26,2052,2,7821,BURGER,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-11,12.75,26,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-11,12.6,52,2053,2,7821,BURGER,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-11,12.6,52,2053,2,5030,COKE,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-11,12.6,52,2053,2,3052,COFFEE,2012,Non Holiday,0,0,21.2,0,Wednesday,11,January,Winter
1,2012-01-12,15.5,102,1070,0,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-12,12.73,32,2051,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-12,12.73,32,2051,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-12,12.75,26,2052,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-12,12.75,26,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-12,12.6,60,2053,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-12,12.6,60,2053,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-12,12.6,60,2053,2,3052,COFFEE,2012,Non Holiday,0,0,24.8,0,Thursday,12,January,Winter
1,2012-01-13,15.5,100,1070,0,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-13,12.73,40,2051,2,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-13,12.73,40,2051,2,5030,COKE,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-13,12.75,26,2052,2,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-13,12.75,26,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-13,12.6,58,2053,2,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-13,12.6,58,2053,2,5030,COKE,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-13,12.6,58,2053,2,3052,COFFEE,2012,Non Holiday,0,0,26.6,0,Friday,13,January,Winter
1,2012-01-14,15.5,74,1070,0,7821,BURGER,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-14,12.73,24,2051,2,7821,BURGER,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-14,12.73,24,2051,2,5030,COKE,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-14,12.75,20,2052,2,7821,BURGER,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-14,12.75,20,2052,2,6249,LEMONADE,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-14,12.6,42,2053,2,7821,BURGER,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-14,12.6,42,2053,2,5030,COKE,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-14,12.6,42,2053,2,3052,COFFEE,2012,Non Holiday,1,0,23.0,0,Saturday,14,January,Winter
1,2012-01-15,15.5,60,1070,0,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-15,12.73,22,2051,2,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-15,12.73,22,2051,2,5030,COKE,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-15,12.75,18,2052,2,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-15,12.75,18,2052,2,6249,LEMONADE,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-15,12.6,32,2053,2,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-15,12.6,32,2053,2,5030,COKE,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-15,12.6,32,2053,2,3052,COFFEE,2012,Non Holiday,1,0,32.0,1,Sunday,15,January,Winter
1,2012-01-16,15.5,104,1070,0,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-16,12.73,40,2051,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-16,12.73,40,2051,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-16,12.75,28,2052,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-16,12.75,28,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-16,12.6,56,2053,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-16,12.6,56,2053,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-16,12.6,56,2053,2,3052,COFFEE,2012,Non Holiday,0,0,23.0,0,Monday,16,January,Winter
1,2012-01-17,15.5,106,1070,0,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-17,12.73,38,2051,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-17,12.73,38,2051,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-17,12.75,22,2052,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-17,12.75,22,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-17,12.6,54,2053,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-17,12.6,54,2053,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-17,12.6,54,2053,2,3052,COFFEE,2012,Non Holiday,0,0,23.0,0,Tuesday,17,January,Winter
1,2012-01-18,15.5,108,1070,0,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-18,12.73,40,2051,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-18,12.73,40,2051,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-18,12.75,24,2052,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-18,12.75,24,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-18,12.6,58,2053,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-18,12.6,58,2053,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-18,12.6,58,2053,2,3052,COFFEE,2012,Non Holiday,0,0,23.0,0,Wednesday,18,January,Winter
1,2012-01-19,15.5,100,1070,0,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-19,12.73,32,2051,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-19,12.73,32,2051,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-19,12.75,24,2052,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-19,12.75,24,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-19,12.6,54,2053,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-19,12.6,54,2053,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-19,12.6,54,2053,2,3052,COFFEE,2012,Non Holiday,0,0,24.8,0,Thursday,19,January,Winter
1,2012-01-20,15.5,100,1070,0,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-20,12.73,36,2051,2,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-20,12.73,36,2051,2,5030,COKE,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-20,12.75,22,2052,2,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-20,12.75,22,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-20,12.6,58,2053,2,7821,BURGER,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-20,12.6,58,2053,2,5030,COKE,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-20,12.6,58,2053,2,3052,COFFEE,2012,Non Holiday,0,0,26.6,0,Friday,20,January,Winter
1,2012-01-21,15.5,70,1070,0,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
1,2012-01-21,12.73,22,2051,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
1,2012-01-21,12.73,22,2051,2,5030,COKE,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
1,2012-01-21,12.75,22,2052,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
1,2012-01-21,12.75,22,2052,2,6249,LEMONADE,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
